YEAR ,ITEM,SHORT WB,MOTORCYCLES,BUSES,LONG WB,SINGLE-UNIT TRUCKS,COMBINATION TRUCKS,All LIGHT DUTY VEHICELS,TRUCKS,ALL VEHICLES
2017,MPG,23.86023259,43.77594182,7.3,17.3,7.4,5.9,22,6.4,17.9
